Filter: 25 Hz low pass,,,,,
beat#,Time,ECG catheter,Pressure,Temperature,Total Volume
15,11.56,-9.02,81.54,40.51,156.88
15,11.564,-9.12,81.73,40.51,154.88
15,11.568,-9.23,81.93,40.51,152.8
15,11.572,-9.35,82.13,40.51,150.64
15,11.576,-9.46,82.33,40.5,148.43
15,11.58,-9.56,82.54,40.5,146.22
15,11.584,-9.66,82.76,40.51,144.02
15,11.588,-9.76,82.97,40.51,141.87
15,11.592,-9.86,83.19,40.51,139.78
15,11.596,-9.97,83.41,40.51,137.76
15,11.6,-10.1,83.64,40.52,135.78
15,11.604,-10.26,83.87,40.52,133.82
15,11.608,-10.45,84.12,40.52,131.88
15,11.612,-10.69,84.37,40.51,129.92
15,11.616,-10.96,84.62,40.51,127.93
15,11.62,-11.23,84.87,40.5,125.92
15,11.624,-11.49,85.11,40.5,123.89
15,11.628,-11.73,85.33,40.49,121.84
15,11.632,-11.94,85.52,40.49,119.81
15,11.636,-12.17,85.68,40.48,117.8
15,11.64,-12.49,85.8,40.48,115.85
15,11.644,-12.96,85.89,40.49,113.96
15,11.648,-13.63,85.92,40.49,112.16
15,11.652,-14.45,85.91,40.49,110.45
15,11.656,-15.32,85.85,40.49,108.81
15,11.66,-16,85.74,40.49,107.25
15,11.664,-16.21,85.57,40.49,105.74
15,11.668,-15.69,85.36,40.5,104.26
15,11.672,-14.23,85.1,40.5,102.81
15,11.676,-11.81,84.79,40.5,101.41
15,11.68,-8.56,84.43,40.51,100.06
15,11.684,-4.77,84.01,40.51,98.78
15,11.688,-0.81,83.52,40.51,97.55
15,11.692,2.93,82.93,40.52,96.35
15,11.696,6.14,82.2,40.52,95.16
15,11.7,8.66,81.22,40.52,93.97
15,11.704,10.45,79.88,40.52,92.86
15,11.708,11.59,78.01,40.53,91.99
15,11.712,12.25,75.47,40.54,91.58
15,11.716,12.57,72.1,40.55,91.87
15,11.72,12.68,67.87,40.57,93
15,11.724,12.64,62.82,40.59,94.93
15,11.728,12.5,57.15,40.61,97.46
15,11.732,12.25,51.13,40.63,100.19
15,11.736,11.9,45.11,40.64,102.68
15,11.74,11.45,39.39,40.65,104.52
15,11.744,10.94,34.23,40.66,105.5
15,11.748,10.39,29.72,40.67,105.64
15,11.752,9.83,25.87,40.68,105.16
15,11.756,9.28,22.57,40.7,104.4
15,11.76,8.74,19.68,40.71,103.71
15,11.764,8.23,17.06,40.72,103.31
15,11.768,7.71,14.63,40.74,103.3
15,11.772,7.22,12.35,40.75,103.63
15,11.776,6.74,10.23,40.75,104.16
15,11.78,6.29,8.3,40.76,104.76
15,11.784,5.89,6.58,40.76,105.37
15,11.788,5.55,5.08,40.77,105.96
15,11.792,5.27,3.79,40.78,106.57
15,11.796,5.04,2.68,40.79,107.26
15,11.8,4.84,1.73,40.8,108.08
15,11.804,4.67,0.9,40.81,109.07
15,11.808,4.49,0.19,40.82,110.27
15,11.812,4.31,-0.4,40.82,111.69
15,11.816,4.12,-0.89,40.82,113.38
15,11.82,3.92,-1.28,40.82,115.33
15,11.824,3.73,-1.57,40.82,117.56
15,11.828,3.55,-1.79,40.82,120.02
15,11.832,3.41,-1.92,40.82,122.66
15,11.836,3.31,-2,40.82,125.43
15,11.84,3.25,-2.02,40.82,128.29
15,11.844,3.26,-2,40.82,131.24
15,11.848,3.31,-1.94,40.82,134.29
15,11.852,3.4,-1.85,40.82,137.48
15,11.856,3.51,-1.75,40.82,140.8
15,11.86,3.62,-1.65,40.82,144.25
15,11.864,3.68,-1.55,40.82,147.72
15,11.868,3.69,-1.47,40.82,151.11
15,11.872,3.65,-1.4,40.82,154.28
15,11.876,3.58,-1.33,40.82,157.13
15,11.88,3.53,-1.27,40.82,159.58
15,11.884,3.54,-1.22,40.82,161.62
15,11.888,3.69,-1.18,40.81,163.29
15,11.892,3.99,-1.14,40.81,164.65
15,11.896,4.46,-1.13,40.81,165.8
15,11.9,5.07,-1.13,40.81,166.84
15,11.904,5.76,-1.14,40.81,167.85
15,11.908,6.48,-1.16,40.8,168.9
15,11.912,7.16,-1.15,40.8,170.04
15,11.916,7.76,-1.11,40.8,171.27
15,11.92,8.24,-1.02,40.79,172.57
15,11.924,8.59,-0.89,40.79,173.9
15,11.928,8.81,-0.73,40.79,175.19
15,11.932,8.91,-0.56,40.79,176.38
15,11.936,8.9,-0.41,40.78,177.42
15,11.94,8.81,-0.3,40.78,178.31
15,11.944,8.69,-0.23,40.78,179.07
15,11.948,8.58,-0.19,40.78,179.75
15,11.952,8.5,-0.16,40.78,180.41
15,11.956,8.46,-0.15,40.78,181.1
15,11.96,8.44,-0.12,40.78,181.84
15,11.964,8.37,-0.09,40.78,182.63
15,11.968,8.17,-0.06,40.79,183.42
15,11.972,7.82,-0.02,40.79,184.17
15,11.976,7.32,0,40.79,184.81
15,11.98,6.74,0.01,40.78,185.32
15,11.984,6.2,0.01,40.78,185.68
15,11.988,5.83,0.02,40.78,185.92
15,11.992,5.71,0.03,40.77,186.09
15,11.996,5.88,0.05,40.77,186.24
15,12,6.26,0.08,40.76,186.41
15,12.004,6.79,0.12,40.76,186.65
15,12.008,7.38,0.16,40.76,186.97
15,12.012,7.91,0.2,40.75,187.39
15,12.016,8.22,0.24,40.75,187.92
15,12.02,8.13,0.29,40.75,188.55
15,12.024,7.47,0.34,40.75,189.31
15,12.028,6.27,0.41,40.75,190.25
15,12.032,4.85,0.5,40.75,191.42
15,12.036,3.83,0.64,40.75,192.87
15,12.04,3.9,0.81,40.75,194.65
15,12.044,5.45,1.03,40.76,196.78
15,12.048,8.15,1.28,40.76,199.25
15,12.052,10.82,1.56,40.76,201.99
15,12.056,11.71,1.85,40.76,204.9
15,12.06,9.36,2.15,40.75,207.84
15,12.064,3.53,2.46,40.75,210.67
15,12.068,-4.03,2.77,40.74,213.26
15,12.072,-9.64,3.1,40.73,215.5
15,12.076,-8.66,3.44,40.73,217.36
15,12.08,2.72,3.81,40.75,218.87
15,12.084,25.6,4.2,40.77,220.12
15,12.088,57.27,4.59,40.79,221.21
15,12.092,91.38,4.97,40.81,222.26
15,12.096,119.65,5.34,40.82,223.29
16,12.1,134.49,5.7,40.82,224.26
16,12.104,131.55,6.1,40.8,225.02
16,12.108,111.27,6.6,40.77,225.35
16,12.112,78.69,7.32,40.75,225
16,12.116,41.67,8.37,40.73,223.82
16,12.12,8.3,9.86,40.72,221.78
16,12.124,-15.62,11.88,40.72,219.04
16,12.128,-27.95,14.46,40.72,215.92
16,12.132,-30.2,17.57,40.72,212.84
16,12.136,-26.21,21.12,40.71,210.19
16,12.14,-20.35,24.97,40.69,208.21
16,12.144,-15.92,29,40.66,206.99
16,12.148,-14.33,33.09,40.64,206.4
16,12.152,-15.25,37.17,40.61,206.15
16,12.156,-17.35,41.19,40.59,205.96
16,12.16,-19.19,45.14,40.57,205.53
16,12.164,-19.92,49,40.56,204.73
16,12.168,-19.4,52.75,40.55,203.52
16,12.172,-18.08,56.33,40.54,201.96
16,12.176,-16.58,59.67,40.54,200.16
16,12.18,-15.36,62.7,40.53,198.23
16,12.184,-14.58,65.35,40.52,196.28
16,12.188,-14.16,67.62,40.52,194.39
16,12.192,-13.89,69.52,40.51,192.63
16,12.196,-13.62,71.08,40.5,191.08
16,12.2,-13.27,72.37,40.5,189.77
16,12.204,-12.85,73.45,40.49,188.72
16,12.208,-12.41,74.35,40.48,187.89
16,12.212,-12,75.12,40.47,187.18
16,12.216,-11.63,75.78,40.47,186.48
16,12.22,-11.3,76.34,40.47,185.66
16,12.224,-11.03,76.82,40.47,184.67
16,12.228,-10.78,77.26,40.46,183.47
16,12.232,-10.56,77.66,40.46,182.11
16,12.236,-10.35,78.04,40.46,180.64
16,12.24,-10.15,78.4,40.45,179.1
16,12.244,-9.95,78.73,40.45,177.52
16,12.248,-9.77,79.04,40.45,175.9
16,12.252,-9.62,79.31,40.45,174.21
16,12.256,-9.5,79.54,40.46,172.43
16,12.26,-9.4,79.75,40.46,170.56
16,12.264,-9.34,79.93,40.47,168.63
16,12.268,-9.3,80.1,40.47,166.66
16,12.272,-9.29,80.26,40.47,164.69
16,12.276,-9.29,80.42,40.46,162.73
16,12.28,-9.3,80.58,40.46,160.75
16,12.284,-9.33,80.74,40.45,158.75
16,12.288,-9.38,80.9,40.45,156.69
16,12.292,-9.43,81.06,40.45,154.57
16,12.296,-9.5,81.22,40.45,152.4
16,12.3,-9.58,81.39,40.46,150.2
16,12.304,-9.67,81.56,40.46,147.99
16,12.308,-9.78,81.74,40.47,145.79
16,12.312,-9.91,81.93,40.47,143.6
16,12.316,-10.04,82.12,40.47,141.41
16,12.32,-10.19,82.32,40.47,139.22
16,12.324,-10.34,82.52,40.47,137.02
16,12.328,-10.49,82.72,40.46,134.82
16,12.332,-10.66,82.92,40.46,132.66
16,12.336,-10.84,83.13,40.45,130.54
16,12.34,-11.05,83.34,40.45,128.5
16,12.344,-11.29,83.55,40.45,126.54
16,12.348,-11.57,83.77,40.45,124.65
16,12.352,-11.86,83.99,40.45,122.8
16,12.356,-12.14,84.21,40.46,120.97
16,12.36,-12.4,84.42,40.45,119.14
16,12.364,-12.62,84.62,40.45,117.3
16,12.368,-12.82,84.79,40.45,115.44
16,12.372,-13.03,84.92,40.45,113.57
16,12.376,-13.33,85.02,40.45,111.73
16,12.38,-13.8,85.06,40.44,109.93
16,12.384,-14.48,85.06,40.44,108.19
16,12.388,-15.32,84.99,40.44,106.52
16,12.392,-16.18,84.87,40.44,104.92
16,12.396,-16.81,84.68,40.45,103.37
16,12.4,-16.91,84.45,40.45,101.84
16,12.404,-16.2,84.16,40.45,100.33
16,12.408,-14.5,83.82,40.45,98.83
16,12.412,-11.79,83.43,40.46,97.37
16,12.416,-8.24,82.97,40.46,95.98
16,12.42,-4.18,82.44,40.46,94.67
16,12.424,0,81.76,40.47,93.44
16,12.428,3.87,80.88,40.47,92.28
16,12.432,7.14,79.67,40.48,91.17
16,12.436,9.64,77.98,40.49,90.17
16,12.44,11.37,75.64,40.5,89.38
16,12.444,12.44,72.53,40.51,88.97
16,12.448,13.01,68.56,40.52,89.16
16,12.452,13.27,63.76,40.54,90.1
16,12.456,13.32,58.27,40.55,91.82
16,12.46,13.23,52.35,40.57,94.19
16,12.464,13.04,46.33,40.58,96.88
16,12.468,12.73,40.52,40.6,99.47
16,12.472,12.3,35.19,40.61,101.54
16,12.476,11.77,30.5,40.62,102.84
16,12.48,11.15,26.47,40.63,103.29
16,12.484,10.5,23.03,40.64,103.05
16,12.488,9.83,20.05,40.65,102.43
16,12.492,9.19,17.39,40.67,101.77
16,12.496,8.57,14.93,40.68,101.32
16,12.5,7.98,12.63,40.69,101.21
16,12.504,7.41,10.49,40.7,101.42
16,12.508,6.85,8.52,40.71,101.84
16,12.512,6.33,6.75,40.72,102.35
16,12.516,5.84,5.2,40.72,102.85
16,12.52,5.41,3.85,40.73,103.33
16,12.524,5.05,2.7,40.74,103.83
16,12.528,4.76,1.7,40.75,104.41
16,12.532,4.53,0.84,40.76,105.1
16,12.536,4.34,0.09,40.77,105.94
16,12.54,4.18,-0.54,40.77,106.93
16,12.544,4.02,-1.06,40.78,108.07
16,12.548,3.87,-1.49,40.78,109.4
16,12.552,3.7,-1.82,40.78,110.94
16,12.556,3.54,-2.07,40.78,112.74
16,12.56,3.38,-2.24,40.78,114.79
16,12.564,3.25,-2.35,40.78,117.08
16,12.568,3.15,-2.41,40.78,119.55
16,12.572,3.08,-2.41,40.79,122.14
16,12.576,3.05,-2.37,40.79,124.78
16,12.58,3.06,-2.3,40.79,127.47
16,12.584,3.1,-2.22,40.8,130.22
16,12.588,3.16,-2.12,40.8,133.07
16,12.592,3.24,-2.01,40.8,136.05
16,12.596,3.31,-1.91,40.79,139.13
16,12.6,3.37,-1.82,40.79,142.27
16,12.604,3.4,-1.74,40.79,145.36
16,12.608,3.38,-1.68,40.79,148.28
16,12.612,3.31,-1.62,40.79,150.93
16,12.616,3.22,-1.58,40.79,153.25
16,12.62,3.14,-1.55,40.79,155.22
16,12.624,3.12,-1.52,40.79,156.87
16,12.628,3.2,-1.5,40.79,158.26
16,12.632,3.41,-1.47,40.79,159.46
16,12.636,3.74,-1.43,40.79,160.54
16,12.64,4.19,-1.38,40.79,161.55
16,12.644,4.71,-1.32,40.79,162.52
16,12.648,5.25,-1.24,40.79,163.48
16,12.652,5.75,-1.16,40.79,164.46
16,12.656,6.18,-1.07,40.79,165.48
16,12.66,6.51,-0.97,40.79,166.54
16,12.664,6.74,-0.88,40.78,167.64
16,12.668,6.88,-0.8,40.78,168.78
16,12.672,6.94,-0.72,40.78,169.91
16,12.676,6.97,-0.65,40.78,171.01
16,12.68,6.98,-0.59,40.78,172.02
16,12.684,7.02,-0.55,40.78,172.92
16,12.688,7.07,-0.51,40.79,173.68
16,12.692,7.12,-0.49,40.79,174.29
16,12.696,7.12,-0.48,40.79,174.77
16,12.7,6.99,-0.47,40.79,175.14
16,12.704,6.69,-0.47,40.78,175.44
16,12.708,6.21,-0.47,40.78,175.72
16,12.712,5.56,-0.47,40.78,176.01
16,12.716,4.86,-0.47,40.78,176.33
16,12.72,4.23,-0.46,40.78,176.68
16,12.724,3.79,-0.46,40.78,177.07
16,12.728,3.6,-0.46,40.78,177.48
16,12.732,3.65,-0.46,40.78,177.92
16,12.736,3.88,-0.45,40.79,178.37
16,12.74,4.21,-0.44,40.79,178.87
16,12.744,4.57,-0.42,40.78,179.44
16,12.748,4.86,-0.38,40.78,180.08
16,12.752,4.91,-0.32,40.78,180.82
16,12.756,4.54,-0.23,40.77,181.66
16,12.76,3.6,-0.12,40.77,182.61
16,12.764,2.15,0.02,40.76,183.7
16,12.768,0.59,0.19,40.76,184.98
16,12.772,-0.42,0.39,40.76,186.49
16,12.776,-0.16,0.6,40.77,188.27
16,12.78,1.67,0.82,40.77,190.35
16,12.784,4.58,1.05,40.77,192.69
16,12.788,7.19,1.28,40.77,195.22
16,12.792,7.67,1.51,40.77,197.84
16,12.796,4.62,1.74,40.77,200.39
16,12.8,-1.9,1.98,40.77,202.75
16,12.804,-9.7,2.24,40.77,204.83
16,12.808,-14.64,2.52,40.76,206.59
16,12.812,-11.91,2.83,40.76,208.06
16,12.816,2.11,3.15,40.75,209.33
16,12.82,27.93,3.48,40.75,210.54
16,12.824,61.97,3.81,40.75,211.82
16,12.828,97.12,4.12,40.74,213.25
16,12.832,124.66,4.43,40.74,214.82
17,12.836,137.13,4.76,40.74,216.4
17,12.84,130.82,5.16,40.73,217.75
17,12.844,107.13,5.71,40.73,218.55
17,12.848,72.02,6.5,40.73,218.5
17,12.852,33.92,7.62,40.72,217.4
17,12.856,0.98,9.18,40.72,215.25
17,12.86,-21.4,11.23,40.72,212.25
17,12.864,-31.76,13.79,40.72,208.81
17,12.868,-32.28,16.84,40.71,205.43
17,12.872,-27.19,20.29,40.7,202.53
17,12.876,-20.95,24.05,40.68,200.41
17,12.88,-16.64,27.98,40.67,199.1
17,12.884,-15.36,31.99,40.65,198.44
17,12.888,-16.5,36.01,40.63,198.11
17,12.892,-18.56,39.99,40.61,197.8
17,12.896,-20.15,43.9,40.6,197.28
17,12.9,-20.49,47.73,40.58,196.44
17,12.904,-19.63,51.46,40.57,195.32
17,12.908,-18.06,55.04,40.56,194
17,12.912,-16.42,58.39,40.54,192.58
17,12.916,-15.12,61.46,40.54,191.08
17,12.92,-14.28,64.18,40.53,189.51
17,12.924,-13.77,66.52,40.52,187.85
17,12.928,-13.38,68.47,40.52,186.12
17,12.932,-12.96,70.08,40.51,184.39
17,12.936,-12.47,71.39,40.51,182.78
17,12.94,-11.93,72.48,40.51,181.41
17,12.944,-11.38,73.4,40.5,180.34
17,12.948,-10.87,74.19,40.49,179.54
17,12.952,-10.41,74.88,40.49,178.88
17,12.956,-9.99,75.49,40.48,178.21
17,12.96,-9.62,76.03,40.48,177.37
17,12.964,-9.29,76.51,40.48,176.29
17,12.968,-8.98,76.94,40.48,174.95
17,12.972,-8.68,77.33,40.48,173.44
17,12.976,-8.4,77.68,40.48,171.85
17,12.98,-8.13,78.01,40.48,170.29
17,12.984,-7.9,78.31,40.49,168.78
17,12.988,-7.7,78.58,40.48,167.33
17,12.992,-7.53,78.82,40.48,165.88
17,12.996,-7.41,79.04,40.48,164.37
17,13,-7.31,79.22,40.47,162.75
17,13.004,-7.24,79.38,40.47,160.99
17,13.008,-7.2,79.53,40.47,159.1
17,13.012,-7.18,79.68,40.46,157.11
17,13.016,-7.18,79.82,40.46,155.05
17,13.02,-7.22,79.97,40.46,152.96
17,13.024,-7.3,80.13,40.46,150.84
17,13.028,-7.4,80.29,40.46,148.73
17,13.032,-7.53,80.46,40.45,146.62
17,13.036,-7.68,80.62,40.45,144.51
17,13.04,-7.85,80.78,40.45,142.42
17,13.044,-8.02,80.95,40.45,140.36
17,13.048,-8.19,81.11,40.45,138.33
17,13.052,-8.36,81.28,40.45,136.35
17,13.056,-8.53,81.45,40.45,134.4
17,13.06,-8.7,81.63,40.46,132.49
17,13.064,-8.89,81.81,40.46,130.58
17,13.068,-9.09,81.99,40.46,128.66
17,13.072,-9.33,82.18,40.46,126.69
17,13.076,-9.6,82.36,40.46,124.68
17,13.08,-9.93,82.55,40.45,122.62
17,13.084,-10.3,82.74,40.45,120.54
17,13.088,-10.7,82.94,40.45,118.46
17,13.092,-11.12,83.14,40.45,116.41
17,13.096,-11.52,83.34,40.45,114.41
17,13.1,-11.89,83.53,40.45,112.48
17,13.104,-12.22,83.7,40.45,110.64
17,13.108,-12.56,83.83,40.45,108.89
17,13.112,-12.96,83.93,40.45,107.24
17,13.116,-13.49,83.97,40.45,105.67
17,13.12,-14.18,83.95,40.45,104.16
17,13.124,-14.97,83.87,40.46,102.68
17,13.128,-15.7,83.73,40.46,101.21
17,13.132,-16.14,83.53,40.47,99.73
17,13.136,-15.97,83.27,40.47,98.23
17,13.14,-14.94,82.97,40.47,96.74
17,13.144,-12.89,82.61,40.47,95.32
17,13.148,-9.86,82.19,40.47,94
17,13.152,-6.05,81.7,40.47,92.82
17,13.156,-1.83,81.08,40.47,91.78
17,13.16,2.39,80.28,40.47,90.86
17,13.164,6.2,79.17,40.47,90.02
17,13.168,9.34,77.63,40.48,89.29
17,13.172,11.68,75.5,40.49,88.73
17,13.176,13.26,72.63,40.51,88.49
17,13.18,14.21,68.93,40.53,88.73
17,13.184,14.72,64.4,40.55,89.59
17,13.188,14.94,59.16,40.56,91.09
17,13.192,14.98,53.43,40.58,93.11
17,13.196,14.88,47.5,40.6,95.38
17,13.2,14.66,41.69,40.61,97.53
17,13.204,14.29,36.29,40.63,99.23
17,13.208,13.8,31.46,40.64,100.25
17,13.212,13.19,27.27,40.64,100.54
17,13.216,12.5,23.68,40.65,100.24
17,13.22,11.78,20.58,40.67,99.6
17,13.224,11.05,17.82,40.68,98.92
17,13.228,10.34,15.31,40.69,98.43
17,13.232,9.66,12.96,40.71,98.23
17,13.236,9,10.77,40.72,98.32
17,13.24,8.38,8.76,40.74,98.6
17,13.244,7.79,6.94,40.75,98.96
17,13.248,7.26,5.33,40.76,99.32
17,13.252,6.78,3.93,40.76,99.65
17,13.256,6.37,2.72,40.76,99.99
17,13.26,6.04,1.67,40.76,100.37
17,13.264,5.76,0.77,40.76,100.86
17,13.268,5.52,-0.01,40.77,101.47
17,13.272,5.31,-0.67,40.77,102.23
17,13.276,5.11,-1.22,40.77,103.12
17,13.28,4.92,-1.67,40.78,104.17
17,13.284,4.74,-2.03,40.78,105.39
17,13.288,4.57,-2.29,40.79,106.82
17,13.292,4.43,-2.49,40.79,108.47
17,13.296,4.31,-2.61,40.8,110.35
17,13.3,4.24,-2.69,40.8,112.41
17,13.304,4.2,-2.71,40.79,114.63
17,13.308,4.2,-2.7,40.79,116.97
17,13.312,4.23,-2.66,40.79,119.41
17,13.316,4.29,-2.6,40.79,121.95
17,13.32,4.38,-2.51,40.79,124.61
17,13.324,4.49,-2.42,40.79,127.43
17,13.328,4.61,-2.33,40.79,130.39
17,13.332,4.72,-2.23,40.79,133.47
17,13.336,4.8,-2.15,40.79,136.57
17,13.34,4.84,-2.07,40.79,139.6
17,13.344,4.84,-2.01,40.79,142.43
17,13.348,4.81,-1.96,40.79,144.99
17,13.352,4.77,-1.92,40.79,147.22
17,13.356,4.78,-1.88,40.8,149.15
17,13.36,4.86,-1.84,40.8,150.83
17,13.364,5.05,-1.79,40.8,152.33
17,13.368,5.35,-1.75,40.8,153.73
17,13.372,5.75,-1.69,40.8,155.06
17,13.376,6.22,-1.63,40.79,156.33
17,13.38,6.7,-1.56,40.79,157.54
17,13.384,7.15,-1.48,40.79,158.65
17,13.388,7.56,-1.4,40.78,159.66
17,13.392,7.91,-1.32,40.78,160.58
17,13.396,8.19,-1.24,40.78,161.45
17,13.4,8.4,-1.17,40.78,162.31
17,13.404,8.56,-1.11,40.78,163.22
17,13.408,8.65,-1.05,40.78,164.19
17,13.412,8.7,-1,40.78,165.21
17,13.416,8.73,-0.96,40.78,166.24
17,13.42,8.77,-0.93,40.78,167.23
17,13.424,8.83,-0.9,40.77,168.11
17,13.428,8.91,-0.89,40.77,168.84
17,13.432,8.98,-0.88,40.77,169.39
17,13.436,8.95,-0.87,40.77,169.78
17,13.44,8.77,-0.87,40.77,170.03
17,13.444,8.39,-0.86,40.77,170.18
17,13.448,7.82,-0.86,40.77,170.26
17,13.452,7.14,-0.85,40.77,170.32
17,13.456,6.49,-0.84,40.77,170.38
17,13.46,6.01,-0.84,40.76,170.45
17,13.464,5.81,-0.83,40.76,170.54
17,13.468,5.91,-0.83,40.76,170.65
17,13.472,6.27,-0.83,40.75,170.81
17,13.476,6.79,-0.82,40.75,171.01
17,13.48,7.38,-0.81,40.75,171.27
17,13.484,7.91,-0.79,40.75,171.58
17,13.488,8.21,-0.75,40.75,171.97
17,13.492,8.04,-0.7,40.75,172.44
17,13.496,7.24,-0.63,40.75,173.06
17,13.5,5.83,-0.53,40.75,173.88
17,13.504,4.19,-0.4,40.75,175
17,13.508,2.99,-0.23,40.75,176.49
17,13.512,3.01,-0.04,40.75,178.42
17,13.516,4.65,0.18,40.75,180.79
17,13.52,7.54,0.4,40.75,183.52
17,13.524,10.36,0.63,40.75,186.48
17,13.528,11.2,0.85,40.75,189.5
17,13.532,8.46,1.07,40.76,192.43
17,13.536,1.88,1.29,40.76,195.12
17,13.54,-6.57,1.53,40.76,197.53
17,13.544,-12.86,1.78,40.76,199.67
17,13.548,-11.92,2.06,40.76,201.59
17,13.552,0.34,2.36,40.76,203.37
17,13.556,25.08,2.67,40.76,205.09
17,13.56,59.24,2.98,40.76,206.78
17,13.564,95.87,3.28,40.75,208.47
17,13.568,125.98,3.57,40.75,210.11
18,13.572,141.43,3.88,40.75,211.6
18,13.576,137.69,4.24,40.75,212.81
18,13.58,115.4,4.73,40.75,213.54
18,13.584,80.18,5.42,40.75,213.57
18,13.588,40.59,6.43,40.75,212.72
18,13.592,5.31,7.83,40.74,210.92
18,13.596,-19.55,9.7,40.74,208.27
18,13.6,-31.91,12.09,40.72,205.03
18,13.604,-33.57,14.98,40.71,201.61
18,13.608,-28.8,18.3,40.69,198.47
18,13.612,-22.31,21.96,40.67,195.99
18,13.616,-17.55,25.83,40.65,194.37
18,13.62,-15.94,29.81,40.63,193.57
18,13.624,-17,33.8,40.62,193.34
18,13.628,-19.22,37.73,40.61,193.35
18,13.632,-21.08,41.59,40.59,193.24
18,13.636,-21.66,45.36,40.58,192.79
18,13.64,-20.91,49.04,40.56,191.9
18,13.644,-19.33,52.59,40.55,190.65
18,13.648,-17.6,55.99,40.54,189.15
18,13.652,-16.2,59.15,40.53,187.53
18,13.656,-15.3,62.01,40.52,185.89
18,13.66,-14.78,64.53,40.51,184.23
18,13.664,-14.42,66.67,40.5,182.56
18,13.668,-14.06,68.45,40.5,180.9
18,13.672,-13.61,69.91,40.49,179.27
18,13.676,-13.1,71.1,40.49,177.76
18,13.68,-12.57,72.1,40.48,176.43
18,13.684,-12.05,72.95,40.48,175.34
18,13.688,-11.56,73.69,40.48,174.45
18,13.692,-11.13,74.34,40.47,173.67
18,13.696,-10.75,74.93,40.47,172.9
18,13.7,-10.42,75.45,40.47,172.02
18,13.704,-10.14,75.93,40.47,170.95
18,13.708,-9.9,76.36,40.46,169.67
18,13.712,-9.69,76.75,40.46,168.21
18,13.716,-9.49,77.11,40.46,166.62
18,13.72,-9.32,77.43,40.46,164.94
18,13.724,-9.16,77.71,40.46,163.2
18,13.728,-9.03,77.96,40.46,161.42
18,13.732,-8.92,78.17,40.46,159.62
18,13.736,-8.84,78.36,40.47,157.79
18,13.74,-8.78,78.53,40.47,155.93
18,13.744,-8.74,78.68,40.47,154.07
18,13.748,-8.73,78.83,40.47,152.21
18,13.752,-8.75,78.97,40.47,150.35
18,13.756,-8.8,79.1,40.47,148.48
18,13.76,-8.88,79.24,40.46,146.6
18,13.764,-9,79.38,40.46,144.68
18,13.768,-9.14,79.53,40.45,142.71
18,13.772,-9.31,79.68,40.45,140.68
18,13.776,-9.49,79.84,40.46,138.6
18,13.78,-9.67,80,40.46,136.47
18,13.784,-9.85,80.16,40.46,134.32
18,13.788,-10.03,80.32,40.46,132.17
18,13.792,-10.21,80.49,40.45,130.02
18,13.796,-10.4,80.64,40.45,127.89
18,13.8,-10.61,80.8,40.45,125.78
18,13.804,-10.84,80.95,40.45,123.7
18,13.808,-11.11,81.1,40.45,121.64
18,13.812,-11.41,81.25,40.45,119.59
18,13.816,-11.77,81.4,40.46,117.56
18,13.82,-12.18,81.57,40.46,115.53
18,13.824,-12.63,81.73,40.46,113.53
18,13.828,-13.11,81.9,40.46,111.55
18,13.832,-13.58,82.07,40.46,109.61
18,13.836,-14.02,82.24,40.46,107.72
18,13.84,-14.43,82.39,40.46,105.91
18,13.844,-14.82,82.51,40.46,104.17
18,13.848,-15.24,82.61,40.46,102.5
18,13.852,-15.75,82.66,40.46,100.91
18,13.856,-16.38,82.65,40.46,99.37
18,13.86,-17.07,82.6,40.46,97.87
18,13.864,-17.68,82.48,40.47,96.41
18,13.868,-17.99,82.31,40.47,94.97
18,13.872,-17.71,82.08,40.47,93.57
18,13.876,-16.58,81.79,40.47,92.25
18,13.88,-14.47,81.43,40.47,91.02
18,13.884,-11.39,81.01,40.47,89.89
18,13.888,-7.54,80.48,40.47,88.88
18,13.892,-3.25,79.79,40.47,87.93
18,13.896,1.06,78.87,40.47,87.04
18,13.9,5.01,77.6,40.48,86.21
18,13.904,8.34,75.82,40.49,85.48
18,13.908,10.9,73.4,40.5,84.98
18,13.912,12.72,70.2,40.52,84.86
18,13.916,13.89,66.17,40.54,85.28
18,13.92,14.56,61.38,40.56,86.32
18,13.924,14.87,55.97,40.57,87.94
18,13.928,14.92,50.21,40.59,89.99
18,13.932,14.78,44.4,40.6,92.15
18,13.936,14.48,38.84,40.6,94.13
18,13.94,14.04,33.75,40.61,95.62
18,13.944,13.49,29.26,40.62,96.48
18,13.948,12.86,25.38,40.63,96.71
18,13.952,12.18,22.02,40.65,96.45
18,13.956,11.48,19.08,40.66,95.92
18,13.96,10.8,16.43,40.68,95.37
18,13.964,10.12,13.98,40.69,94.95
18,13.968,9.46,11.7,40.7,94.76
18,13.972,8.82,9.58,40.71,94.78
18,13.976,8.21,7.64,40.72,94.96
18,13.98,7.65,5.91,40.73,95.23
18,13.984,7.14,4.4,40.74,95.56
18,13.988,6.7,3.08,40.75,95.91
18,13.992,6.32,1.95,40.76,96.29
18,13.996,6,0.97,40.76,96.73
18,14,5.73,0.12,40.77,97.21
18,14.004,5.48,-0.6,40.77,97.75
18,14.008,5.26,-1.21,40.77,98.36
18,14.012,5.05,-1.72,40.77,99.05
18,14.016,4.85,-2.13,40.78,99.87
18,14.02,4.68,-2.45,40.78,100.85
